title,price,url,source
"[0320_21 현대플러스][NO옵션][머무는 순간까지 ALL SUITE] 다낭,호이안 4/5일 ▶[멜리아빈펄(스위트룸)]","729,000 원~",https://www.lottetour.com/evtList/826/857/1063/2332?godId=65911,https://www.lottetour.com/promotion/disp/list?exhiId=3682&godTemplateType=TMPLISTDEF&tabId=
"부산 [0320_21 현대플러스][NO옵션][머무는 순간까지 ALL SUITE] 다낭,호이안 5/6일 ▶[멜리아빈펄(스위트룸)]","699,000 원~",https://www.lottetour.com/evtList/826/2226/2230/2246?godId=65955,https://www.lottetour.com/promotion/disp/list?exhiId=3682&godTemplateType=TMPLISTDEF&tabId=
"대구 [0320_21 현대플러스][NO옵션][머무는 순간까지 ALL SUITE] 다낭,호이안 5/6일 ▶[멜리아빈펄(스위트룸)]","949,000 원~",https://www.lottetour.com/evtList/826/2226/2228/2239?godId=65973,https://www.lottetour.com/promotion/disp/list?exhiId=3682&godTemplateType=TMPLISTDEF&tabId=
